Brand,CPU,CPU_BRAND,RAM(GB),RAM_TYPE,GPU,SSD(GB),HDD(GB),USD,,Summary Statistics,
ASUS,AMD Dual-Core Ryzen 3,AMD,4,DDR4,Radeon,0,1024,341.76,,,
HP,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,1024,341.88,,,
Lenovo,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,1024,341.88,,,
Lenovo,AMD Dual-Core APU,AMD,4,DDR4,Radeon R2,0,1024,341.88,,,
HP,Intel Core i3 (10th Gen),Intel,8,DDR4,UHD,0,1024,343.24,,,
Dell,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,1024,344.39,,,
ASUS,Intel Core i3 (10th Gen),Intel,8,DDR4,Integrated,0,1024,344.4,,,
HP,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,1024,345,,,
HP,Intel Pentium Quad-Core,Intel,8,DDR4,UHD,256,0,345.59,,,
HP,Intel Celeron Dual-Core,Intel,8,DDR4,UHD,512,0,346.68,,,
Lenovo,Intel Celeron Dual-Core,Intel,4,DDR4,UHD 600,256,0,346.79,,,
HP,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,512,0,347.65,,,
ASUS,AMD Dual-Core Ryzen 3,AMD,4,DDR4,Radeon Vega 3,0,1024,347.7,,,
Acer,AMD Dual-Core Ryzen 3,AMD,8,DDR4,Radeon,256,0,347.88,,,
HP,Intel Celeron Dual-Core,Intel,8,DDR4,UHD,256,0,347.88,,,
Lenovo,AMD Dual-Core Athlon,AMD,8,LPDDR5,Radeon 610M,512,0,347.88,,,
Zebronics,Intel Core i5 (11th Gen),Intel,8,LPDDR4,Iris Xe,512,0,347.88,,,
Wings,Intel Core i5 (11th Gen),Intel,8,DDR4,UHD,512,0,347.88,,,
Infinix,Intel Core i5 (11th Gen),Intel,8,LPDDR4X,Iris Xe,512,0,347.88,,,
Dell,Intel Core i3 (6th Gen),Intel,4,DDR4,HD 520,0,1024,347.88,,,
Lenovo,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,1024,347.88,,,
HP,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,1024,347.88,,,
HP,AMD Quad-Core A8 APU,AMD,4,DDR3,Radeon R5 M430,0,1024,347.88,,,
ASUS,Intel Celeron Dual-Core,Intel,8,DDR4,UHD,512,0,347.88,,,
HP,Intel Celeron Dual-Core,Intel,8,DDR4,UHD,512,0,347.88,,,
Infinix,Intel Core i3 (11th Gen),Intel,8,LPDDR4X,UHD,256,0,347.88,,,
HP,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,1024,347.88,,,
HP,AMD Quad-Core Ryzen 5,AMD,8,DDR4,Radeon Vega 8,256,1024,347.88,,,
Acer,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,500,347.88,,,
Dell,AMD Dual-Core Ryzen 3,AMD,8,DDR4,Radeon Vega,256,0,347.88,,,
ASUS,AMD Dual-Core A9 APU,AMD,4,DDR4,Radeon R5,0,1024,347.88,,,
HP,Intel Core i3 (6th Gen),Intel,4,DDR4,HD 520,0,1024,347.88,,,
ASUS,AMD Dual-Core Athlon,AMD,4,DDR4,Radeon R2,256,0,347.88,,,
Acer,Intel Pentium Quad-Core,Intel,4,DDR3,HD,0,500,347.99,,,
HP,AMD Dual-Core Ryzen 3,AMD,4,DDR4,Radeon Vega 3,256,0,347.99,,,
Lenovo,Intel Core i3 (6th Gen),Intel,4,DDR4,HD 520,0,1024,347.99,,,
ASUS,Intel Core i3 (5th Gen),Intel,4,DDR3,HD 5500,0,1024,348,,,
ASUS,Intel Core i3 (7th Gen),Intel,8,DDR4,HD 520,0,1024,349.2,,,
Lenovo,Intel Core i3 (10th Gen),Intel,8,DDR4,UHD,0,1024,350.88,,,
ASUS,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,Radeon R3,512,0,350.96,,,
Dell,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,0,1024,350.96,,,
ASUS,Intel Core i3 (10th Gen),Intel,8,DDR4,UHD,0,1024,353.87,,,
Lenovo,AMD Quad-Core Ryzen 3,AMD,8,DDR4,Integrated,256,0,353.88,,,
HP,Intel Core i3 (6th Gen),Intel,4,DDR4,HD 520,0,1024,353.88,,,
HP,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,1024,353.96,,,
Dell,AMD Dual-Core Ryzen 3,AMD,4,DDR4,Radeon Vega 3,0,1024,355.08,,,
HP,Intel Pentium Dual-Core,Intel,4,DDR4,UHD,0,1024,355.58,,,
Acer,Intel Pentium Dual-Core,Intel,4,DDR4,HD 610,0,1024,355.67,,,
Dell,Intel Pentium Gold,Intel,4,DDR4,UHD,256,0,355.72,,,
Lenovo,Intel Core i3 (6th Gen),Intel,4,DDR4,HD 520,0,2048,356.05,,,
Lenovo,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,1024,356.28,,,
Lenovo,Intel Core i3 (10th Gen),Intel,8,DDR4,UHD,0,1024,356.48,,,
HP,Intel Pentium Quad-Core,Intel,8,DDR4,UHD,512,0,357.59,,,
Lenovo,AMD Dual-Core Athlon,AMD,4,DDR4,Radeon,0,1024,357.59,,,
MSI,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,512,0,357.6,,,
ASUS,Intel Core i3 (6th Gen),Intel,4,DDR4,HD 520,0,1024,358.51,,,
Dell,Intel Core i3 (6th Gen),Intel,4,DDR4,HD 520,0,1024,359.35,,,
ASUS,Intel Core i3 (7th Gen),Intel,8,DDR4,HD 620,0,1024,359.76,,,
Acer,Intel Core i3 (12th Gen),Intel,8,LPDDR5,UHD,256,0,359.76,,,
Infinix,Intel Core i3 (10th Gen),Intel,8,LPDDR4X,UHD,256,0,359.88,,,
Zebronics,Intel Core i5 (11th Gen),Intel,16,LPDDR4,Iris Xe,512,0,359.88,,,
Lenovo,AMD Dual-Core Athlon,AMD,4,DDR4,Radeon,256,0,359.88,,,
Acer,Intel Core i3 (12th Gen),Intel,8,DDR4,UHD,512,0,359.88,,,
Infinix,Intel Core i3 (11th Gen),Intel,8,LPDDR4X,UHD,512,0,359.88,,,
HP,Intel Core i3 (6th Gen),Intel,8,DDR4,Radeon HD 520,0,1024,359.88,,,
Dell,Intel Core i3 (6th Gen),Intel,4,DDR4,HD 520,0,1024,359.88,,,
Lenovo,Intel Core i3 (6th Gen),Intel,4,DDR4,HD 520,0,1024,359.88,,,
HP,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,1024,359.88,,,
Dell,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,1024,359.88,,,
ASUS,Intel Pentium Quad-Core,Intel,8,DDR4,UHD,256,0,359.88,,,
Lenovo,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,0,1024,359.88,,,
Lenovo,AMD Quad-Core Ryzen 5,AMD,4,DDR4,Radeon Vega 8,0,1024,359.88,,,
Lenovo,AMD Dual-Core Ryzen 3,AMD,8,DDR4,Integrated,0,1024,359.88,,,
ASUS,AMD Quad-Core A12 APU,AMD,8,DDR4,Radeon R7,512,0,359.88,,,
Lenovo,Intel Core i3 (7th Gen),Intel,8,DDR4,HD 620,0,1024,359.88,,,
HP,Intel Core i3 (8th Gen),Intel,4,DDR4,UHD 620,0,1024,359.88,,,
HP,Intel Core i3 (6th Gen),Intel,4,DDR4,HD 520,0,1024,359.88,,,
HP,Intel Core i3 (11th Gen),Intel,4,DDR4,UHD,256,0,359.88,,,
Lenovo,AMD Dual-Core A6 APU,AMD,4,DDR4,Radeon,0,1024,359.88,,,
Lenovo,Intel Core i3 (6th Gen),Intel,4,DDR4,HD 520,0,1024,359.88,,,
Acer,AMD Dual-Core Ryzen 3,AMD,8,DDR4,Integrated,0,1024,359.99,,,
HP,Intel Core i3 (6th Gen),Intel,4,DDR4,HD 520,0,1024,360,,,
ASUS,Intel Core i3 (6th Gen),Intel,6,DDR3,HD 520,0,1024,360.24,,,
Dell,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,1024,362.71,,,
Lenovo,AMD Dual-Core A9 APU,AMD,8,DDR4,R17M-M1-70,0,1024,362.72,,,
Lenovo,AMD Quad-Core Ryzen 3,AMD,8,DDR4,Radeon,512,0,363.48,,,
Acer,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,256,0,364.21,,,
Acer,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,256,0,364.21,,,
Acer,Intel Core i3 (8th Gen),Intel,4,DDR4,UHD 620,0,1024,364.32,,,
ASUS,AMD Quad-Core Ryzen 5,AMD,8,DDR4,Radeon Vega 8,512,0,365.32,,,
MSI,Intel Core i5 (10th Gen),Intel,8,DDR4,GeForce GTX 1650 Max Q,0,1024,365.32,,,
ASUS,Intel Pentium Quad-Core,Intel,4,DDR4,Integrated,256,0,365.87,,,
ASUS,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,1024,365.88,,,
Lenovo,AMD Dual-Core Ryzen 3,AMD,4,DDR4,Radeon Vega 3,0,1024,365.88,,,
HP,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,1024,365.88,,,
ASUS,Intel Pentium Quad-Core,Intel,8,DDR4,UHD,256,0,366,,,
Dell,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,0,1024,366.42,,,
Lenovo,Intel Core i5 (6th Gen),Intel,8,DDR4,GeForce N16V-GMR1,0,1024,367.52,,,
Acer,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,256,0,368.75,,,
ASUS,Intel Pentium Quad-Core,Intel,4,DDR4,UHD 605,0,1024,369.48,,,
Lenovo,Intel Core i3 (6th Gen),Intel,4,DDR4,HD 520,0,1024,369.48,,,
ASUS,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,0,1024,369.48,,,
Lenovo,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,0,1024,369.6,,,
Lenovo,AMD Quad-Core Ryzen 3,AMD,8,DDR4,Radeon,512,0,370.2,,,
HP,AMD Quad-Core Ryzen 5,AMD,8,DDR4,Radeon,512,0,370.68,,,
ASUS,Intel Core i3 (11th Gen),Intel,4,DDR4,UHD,256,0,370.8,,,
ASUS,Intel Core i5 (10th Gen),Intel,8,DDR4,UHD,512,0,370.84,,,
ASUS,Intel Core i3 (7th Gen),Intel,4,DDR4,UHD 620,0,1024,371.08,,,
HP,AMD Quad-Core Ryzen 3,AMD,4,DDR4,Radeon Vega 6,0,1024,371.4,,,
Lenovo,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,1024,371.76,,,
Acer,AMD Quad-Core Ryzen 3,AMD,8,LPDDR5,Radeon,512,0,371.88,,,
HP,AMD Quad-Core Ryzen 3,AMD,8,DDR4,Radeon,512,0,371.88,,,
HP,MediaTek Octa-core,MediaTek,8,LPDDR4X,Integrated Arm Mali,256,0,371.88,,,
Lenovo,Intel Celeron Dual-Core,Intel,4,DDR4,UHD,0,1024,371.88,,,
Lenovo,Intel Core i3 (10th Gen),Intel,8,DDR4,UHD,0,1024,371.88,,,
HP,AMD Dual-Core Ryzen 3,AMD,4,DDR4,Radeon Vega 3,0,1024,371.88,,,
HP,AMD Dual-Core Athlon,AMD,8,DDR4,Radeon,512,0,371.88,,,
ASUS,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,0,1024,371.88,,,
Infinix,Intel Core i3 (12th Gen),Intel,8,LPDDR4X,Iris Xe,512,0,371.88,,,
HP,AMD Dual-Core Ryzen 3,AMD,8,DDR4,Radeon,512,0,371.88,,,
ASUS,Intel Celeron Dual-Core,Intel,8,DDR4,UHD 600,512,0,371.88,,,
ASUS,Intel Core i3 (10th Gen),Intel,8,DDR4,UHD,512,0,371.88,,,
HP,Intel Core i3 (6th Gen),Intel,4,DDR3,HD 520,0,1024,371.88,,,
Lenovo,Intel Core i3 (6th Gen),Intel,4,DDR4,HD 520,0,1024,371.88,,,
Infinix,Intel Core i5 (11th Gen),Intel,16,LPDDR4X,Iris Xe,512,0,371.88,,,
HP,Intel Core i3 (6th Gen),Intel,4,DDR4,HD 520,0,2048,371.88,,,
Dell,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,0,1024,371.88,,,
Lenovo,AMD Dual-Core Ryzen 3,AMD,4,DDR4,Radeon,0,1024,371.88,,,
ASUS,AMD Dual-Core A9 APU,AMD,4,DDR4,Radeon R5,0,1024,371.88,,,
Lenovo,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,0,1024,371.88,,,
HP,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,1024,371.88,,,
Dell,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,1024,371.98,,,
ASUS,Intel Core i3 (11th Gen),Intel,4,DDR4,UHD,256,0,371.99,,,
HP,Intel Core i3 (6th Gen),Intel,4,DDR3,HD 5500,0,1024,372.49,,,
HP,AMD Dual-Core Ryzen 3,AMD,4,DDR4,Radeon,0,1024,372.76,,,
HP,Intel Core i5 (7th Gen),Intel,4,DDR4,HD 620,0,1024,373.04,,,
Dell,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,0,1024,374.15,,,
Dell,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,256,0,374.15,,,
HP,Intel Core i3 (8th Gen),Intel,8,DDR4,UHD 620,256,0,375.25,,,
Lenovo,Intel Core i3 (11th Gen),Intel,4,DDR4,UHD,0,1024,375.25,,,
HP,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,1024,375.48,,,
HP,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,512,0,375.58,,,
Xiaomi,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,512,0,376.28,,,
ASUS,Intel Core i3 (10th Gen),Intel,8,DDR4,UHD,256,0,376.68,,,
ASUS,AMD Quad-Core Ryzen 5,AMD,4,DDR4,Radeon Vega 8,0,1024,376.8,,,
Acer,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,500,376.87,,,
HP,AMD Dual-Core Ryzen 3,AMD,8,DDR4,Radeon,512,0,377.88,,,
Xiaomi,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,256,0,377.88,,,
AVITA,Intel Core i5 (10th Gen),Intel,8,DDR3,UHD,256,0,377.88,,,
Lenovo,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,256,0,377.88,,,
Lenovo,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,256,0,377.88,,,
ASUS,Intel Core i3 (7th Gen),Intel,8,DDR4,HD 620,0,1024,377.88,,,
ASUS,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,256,0,378,,,
ASUS,Intel Core i5 (8th Gen),Intel,8,DDR4,UHD 620,0,1024,378.56,,,
Dell,Intel Core i3 (6th Gen),Intel,4,DDR4,HD 520,0,1024,378.59,,,
Lenovo,AMD Dual-Core Ryzen 3,AMD,8,DDR4,Radeon,512,0,379.81,,,
Acer,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,256,0,380.39,,,
HP,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,0,1024,380.77,,,
Lenovo,AMD Dual-Core Ryzen 3,AMD,8,DDR4,Radeon Graphics,512,0,381,,,
HP,Intel Core i5 (8th Gen),Intel,4,DDR4,UHD 620,0,1024,381.88,,,
Lenovo,Intel Core i3 (12th Gen),Intel,8,DDR4,UHD,512,0,382.68,,,
HP,AMD Dual-Core Ryzen 3,AMD,4,DDR4,Radeon Vega 3,256,1024,382.76,,,
Dell,AMD Dual-Core Athlon,AMD,8,DDR4,Radeon,256,0,383.88,,,
Acer,Intel Core i3 (12th Gen),Intel,8,DDR4,UHD,512,0,383.88,,,
MSI,Intel Core i3 (12th Gen),Intel,8,DDR4,UHD,512,0,383.88,,,
Dell,Intel Core i3 (11th Gen),Intel,8,DDR4,Integrated,512,0,383.88,,,
Zebronics,Intel Core i3 (12th Gen),Intel,8,DDR4,UHD,512,0,383.88,,,
Acer,Intel Core i3 (11th Gen),Intel,8,LPDDR4,UHD,512,0,383.88,,,
Acer,AMD Dual-Core Ryzen 3,AMD,8,DDR4,Radeon,512,0,383.88,,,
ASUS,Intel Core i3 (11th Gen),Intel,8,DDR4,Integrated UHD,512,0,383.88,,,
Lenovo,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,256,0,383.88,,,
ASUS,Intel Core i3 (11th Gen),Intel,8,DDR4,Integrated,512,0,383.88,,,
ASUS,Intel Core i3 (10th Gen),Intel,8,DDR4,UHD,256,0,383.88,,,
Lenovo,Intel Core i3 (6th Gen),Intel,4,DDR4,GeForce 920MX,0,1024,383.88,,,
ASUS,Intel Core i3 (6th Gen),Intel,8,DDR4,HD 520,0,1024,383.88,,,
ASUS,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,512,0,383.99,,,
Lenovo,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,256,0,383.99,,,
Acer,Intel Core i3 (12th Gen),Intel,8,DDR4,UHD,512,0,383.99,,,
ASUS,Intel Core i3 (11th Gen),Intel,4,DDR4,Integrated HD,256,0,383.99,,,
Lenovo,AMD Quad-Core Ryzen 3,AMD,8,DDR4,Radeon,512,0,384,,,
ASUS,Intel Core i5 (10th Gen),Intel,8,DDR4,Geforce MX110,512,0,384.08,,,
Dell,Intel Core i3 (6th Gen),Intel,4,DDR4,HD 520,0,1024,384.6,,,
HP,Intel Core i3 (7th Gen),Intel,8,DDR4,HD 620,0,1024,384.76,,,
HP,Intel Core i3 (7th Gen),Intel,8,DDR4,HD 620,0,1024,386.28,,,
HP,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,1024,386.29,,,
ASUS,AMD Quad-Core Ryzen 5,AMD,8,DDR4,Radeon Vega 8,0,1024,386.36,,,
ASUS,AMD Dual-Core Ryzen 3,AMD,4,DDR4,Radeon,256,0,386.4,,,
ASUS,Intel Core i3 (5th Gen),Intel,4,DDR3,HD 4400,0,1024,386.94,,,
Acer,Intel Core i3 (11th Gen),Intel,4,DDR4,UHD,256,0,387.59,,,
ASUS,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,512,0,389.88,,,
Lenovo,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,256,0,390,,,
MSI,Intel Core i3 (12th Gen),Intel,8,LPDDR4X,UHD,512,0,391.08,,,
ASUS,Intel Core i3 (10th Gen),Intel,8,DDR4,UHD,256,0,391.19,,,
ASUS,Intel Core i3 (6th Gen),Intel,4,DDR4,GeForce 920M,0,1024,391.67,,,
HP,Intel Core i3 (12th Gen),Intel,8,DDR4,Iris Xe,512,0,391.79,,,
Acer,Intel Core i5 (7th Gen),Intel,8,DDR4,Geforce MX130,0,1024,391.81,,,
Dell,AMD Dual-Core A9 APU,AMD,8,DDR4,Radeon R5,0,1024,391.87,,,
Lenovo,AMD Quad-Core Ryzen 3,AMD,8,LPDDR5,Radeon 610M,512,0,394.68,,,
ASUS,AMD Quad-Core Ryzen 3,AMD,8,DDR5,Integrated,512,0,394.8,,,
Lenovo,Intel Core i5 (8th Gen),Intel,8,DDR4,Geforce MX150,0,1024,395.12,,,
Lenovo,Intel Core i5 (7th Gen),Intel,8,DDR4,GeForce 940MX,0,1024,395.12,,,
Lenovo,Intel Core i5 (10th Gen),Intel,4,DDR4,UHD,0,1024,395.12,,,
Acer,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,512,0,395.88,,,
ASUS,Intel Core i3 (10th Gen),Intel,8,DDR4,UHD,512,0,395.88,,,
Acer,AMD Quad-Core Ryzen 5,AMD,8,LPDDR5,Radeon,512,0,395.88,,,
Infinix,Intel Core i3 (10th Gen),Intel,8,LPDDR4X,UHD,512,0,395.88,,,
ASUS,AMD Dual-Core Ryzen 3,AMD,8,DDR4,Radeon,256,0,395.88,,,
Lenovo,Intel Core i3 (10th Gen),Intel,8,DDR4,UHD,256,0,395.88,,,
Lenovo,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,256,0,395.88,,,
Lenovo,Intel Core i3 (11th Gen),Intel,8,DDR4,Integrated,512,0,395.88,,,
Lenovo,Intel Core i3 (11th Gen),Intel,4,DDR4,UHD,256,0,395.88,,,
MSI,Intel Core i3 (12th Gen),Intel,8,DDR4,UHD,256,0,395.88,,,
Lenovo,Intel Core i3 (11th Gen),Intel,4,DDR4,UHD,256,0,395.88,,,
Acer,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,0,1024,395.88,,,
Lenovo,Intel Core i3 (11th Gen),Intel,8,DDR4,Integrated,512,0,395.88,,,
Lenovo,Intel Core i3 (11th Gen),Intel,4,DDR4,UHD,256,0,395.88,,,
HP,Intel Core i3 (12th Gen),Intel,8,DDR4,Iris Xe,256,0,395.88,,,
Lenovo,Intel Core i3 (11th Gen),Intel,4,DDR4,UHD,256,0,395.88,,,
Lenovo,AMD Quad-Core Ryzen 3,AMD,8,LPDDR5,Radeon 610M,512,0,395.88,,,
Acer,Intel Core i3 (12th Gen),Intel,8,DDR4,Integrated,512,0,395.88,,,
HP,AMD Dual-Core Ryzen 3,AMD,4,DDR4,Radeon Vega 3,512,0,395.88,,,
HP,AMD Dual-Core Ryzen 3,AMD,4,DDR4,Radeon Vega,0,1024,395.88,,,
HP,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,0,1024,395.88,,,
HP,Intel Core i3 (6th Gen),Intel,4,DDR4,HD 520,0,1024,395.88,,,
Lenovo,AMD Quad-Core Ryzen 3,AMD,8,DDR4,Radeon,512,0,395.99,,,
ASUS,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,256,0,395.99,,,
HP,AMD Dual-Core Athlon,AMD,4,DDR4,Radeon Vega 6,0,1024,395.99,,,
HP,Intel Core i3 (5th Gen),Intel,4,DDR3,HD 5500,0,500,397.04,,,
Lenovo,Intel Core i3 (8th Gen),Intel,4,DDR4,UHD 620,0,1024,397.33,,,
ASUS,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,256,0,397.33,,,
Lenovo,Intel Core i3 (10th Gen),Intel,8,DDR4,UHD,512,0,397.33,,,
Dell,Intel Pentium Gold,Intel,8,DDR4,Integrated,256,0,398.02,,,
HP,AMD Dual-Core Ryzen 3,AMD,4,DDR4,Radeon Vega 3,0,1024,399.07,,,
Infinix,Intel Core i5 (10th Gen),Intel,8,LPDDR4X,UHD,512,0,400.68,,,
HP,Intel Pentium Quad-Core,Intel,4,DDR3,HD,0,500,401.09,,,
Lenovo,Intel Core i3 (10th Gen),Intel,8,DDR4,UHD,256,0,401.88,,,
Dell,Intel Core i3 (11th Gen),Intel,8,DDR4,Integrated,256,0,401.88,,,
Dell,AMD Dual-Core Athlon,AMD,8,DDR4,Radeon,256,0,401.88,,,
Dell,Intel Core i3 (11th Gen),Intel,16,DDR4,Integrated,256,1024,401.99,,,
Lenovo,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,0,1024,402,,,
Lenovo,Intel Core i3 (11th Gen),Intel,4,DDR4,UHD,0,1024,402,,,
Lenovo,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,256,0,402,,,
Dell,AMD Dual-Core Ryzen 3,AMD,8,DDR4,Radeon,0,1024,402.85,,,
Dell,AMD Quad-Core Ryzen 5,AMD,8,DDR4,Radeon Vega,256,0,402.85,,,
ASUS,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,0,1024,403.2,,,
Lenovo,Intel Core i3 (12th Gen),Intel,8,DDR4,UHD,256,0,403.8,,,
ASUS,Intel Core i5 (8th Gen),Intel,8,DDR4,Geforce MX110,0,1024,405.06,,,
ASUS,AMD Quad-Core Ryzen 3,AMD,8,LPDDR5,Radeon,512,0,405.59,,,
HP,AMD Quad-Core A10 APU,AMD,4,DDR4,Radeon R7 M440,0,1024,405.59,,,
ASUS,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,512,0,405.6,,,
ASUS,Intel Core i3 (11th Gen),Intel,8,DDR4,Integrated,512,0,405.6,,,
Lenovo,Intel Core i5 (10th Gen),Intel,8,DDR4,UHD,0,1024,406.16,,,
MSI,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,256,0,406.62,,,
Lenovo,Intel Core i3 (8th Gen),Intel,8,DDR4,UHD 620,0,1024,406.68,,,
Lenovo,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,512,0,406.8,,,
Lenovo,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,512,0,406.8,,,
Lenovo,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,512,0,406.8,,,
Lenovo,Intel Core i3 (12th Gen),Intel,8,DDR4,UHD,512,0,407.17,,,
Lenovo,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,Radeon,512,0,407.29,,,
HP,AMD Quad-Core Ryzen 3,AMD,8,DDR4,Radeon,512,0,407.74,,,
Dell,Intel Core i3 (12th Gen),Intel,8,DDR4,Integrated,256,0,407.88,,,
HP,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,256,0,407.88,,,
ASUS,Intel Core i3 (11th Gen),Intel,8,NA,UHD,512,0,407.88,,,
MSI,Intel Core i3 (11th Gen),Intel,8,DDR4,Integrated,512,0,407.88,,,
ASUS,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,512,0,407.88,,,
Lenovo,Intel Core i3 (11th Gen),Intel,4,DDR4,UHD,256,0,407.88,,,
Lenovo,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,256,0,407.88,,,
Lenovo,AMD Quad-Core Ryzen 3,AMD,8,LPDDR5,Radeon 610M,512,0,407.88,,,
ASUS,AMD Quad-Core Ryzen 3,AMD,8,LPDDR5,Radeon,1024,0,407.88,,,
HP,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,512,0,407.88,,,
Lenovo,Intel Core i3 (11th Gen),Intel,8,DDR4,UHD,256,0,407.88,,,
Lenovo,Intel Core i3 (12th Gen),Intel,8,DDR4,UHD,512,0,407.88,,,
HP,Intel Core i3 (7th Gen),Intel,8,DDR4,HD 620,256,0,407.88,,,
ASUS,AMD Quad-Core Ryzen 3,AMD,8,LPDDR5,Radeon,512,0,407.88,,,
HP,Intel Core i3 (7th Gen),Intel,8,DDR4,HD 620,0,1024,407.88,,,
HP,Intel Core i3 (7th Gen),Intel,4,DDR4,HD 620,128,1024,407.88,,,
ASUS,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,512,0,407.88,,,
ASUS,Intel Core i3 (12th Gen),Intel,8,DDR4,UHD,512,0,407.88,,,
ASUS,AMD Dual-Core Ryzen 3,AMD,8,DDR5,Radeon Vega 3,256,0,407.88,,,
Lenovo,Intel Core i3 (8th Gen),Intel,4,DDR4,UHD 620,0,1024,407.88,,,
ASUS,Intel Core i3 (10th Gen),Intel,8,DDR4,Integrated,512,0,407.88,,,
ASUS,Intel Core i3 (12th Gen),Intel,8,DDR4,UHD,512,0,407.88,,,
Lenovo,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,256,0,407.88,,,
Lenovo,AMD Hexa-Core Ryzen 5,AMD,8,DDR4,Radeon,512,0,407.88,,,
HP,Intel Core i3 (12th Gen),Intel,8,DDR4,Iris Xe,512,0,407.88,,,
ASUS,AMD Quad-Core Ryzen 3,AMD,8,LPDDR5,Radeon,512,0,407.88,,,
Dell,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,0,1024,407.88,,,
HP,Intel Core i3 (8th Gen),Intel,8,DDR4,UHD 620,0,1024,407.88,,,
Lenovo,Intel Core i3 (10th Gen),Intel,4,DDR4,UHD,256,0,407.88,,,
ASUS,Intel Core i3 (8th Gen),Intel,4,DDR4,UHD 620,256,0,407.88,,,
HP,Intel Core i3 (6th Gen),Intel,8,DDR4,HD 620,0,1024,407.95,,,
